,mda_round,tc,beta,pfpr0,cr_factor,mda_coverage,strategy,b_drug,oz_eff
1206,2,0.75,0.0735,3.0,1,0.8,AAB,OZFQ,40
1207,2,0.75,0.0735,3.0,1,0.8,ABA,OZFQ,40
1208,2,0.75,0.0735,3.0,1,0.8,ABB,OZFQ,40
1209,2,0.75,0.0735,3.0,1,0.9,AAB,OZFQ,40
1210,2,0.75,0.0735,3.0,1,0.9,ABA,OZFQ,40
1211,2,0.75,0.0735,3.0,1,0.9,ABB,OZFQ,40
1212,2,0.75,0.0735,3.0,2,0.6,AAB,OZFQ,40
1213,2,0.75,0.0735,3.0,2,0.6,ABA,OZFQ,40
1214,2,0.75,0.0735,3.0,2,0.6,ABB,OZFQ,40
1215,2,0.75,0.0735,3.0,2,0.7,AAB,OZFQ,40
1216,2,0.75,0.0735,3.0,2,0.7,ABA,OZFQ,40
1217,2,0.75,0.0735,3.0,2,0.7,ABB,OZFQ,40
1218,2,0.75,0.0735,3.0,2,0.8,AAB,OZFQ,40
1219,2,0.75,0.0735,3.0,2,0.8,ABA,OZFQ,40
1220,2,0.75,0.0735,3.0,2,0.8,ABB,OZFQ,40
1221,2,0.75,0.0735,3.0,2,0.9,AAB,OZFQ,40
1222,2,0.75,0.0735,3.0,2,0.9,ABA,OZFQ,40
1223,2,0.75,0.0735,3.0,2,0.9,ABB,OZFQ,40
1224,2,0.75,0.0735,3.0,5,0.6,AAB,OZFQ,40
1225,2,0.75,0.0735,3.0,5,0.6,ABA,OZFQ,40
1226,2,0.75,0.0735,3.0,5,0.6,ABB,OZFQ,40
1227,2,0.75,0.0735,3.0,5,0.7,AAB,OZFQ,40
1228,2,0.75,0.0735,3.0,5,0.7,ABA,OZFQ,40
1229,2,0.75,0.0735,3.0,5,0.7,ABB,OZFQ,40
1230,2,0.75,0.0735,3.0,5,0.8,AAB,OZFQ,40
1231,2,0.75,0.0735,3.0,5,0.8,ABA,OZFQ,40
1232,2,0.75,0.0735,3.0,5,0.8,ABB,OZFQ,40
1233,2,0.75,0.0735,3.0,5,0.9,AAB,OZFQ,40
1234,2,0.75,0.0735,3.0,5,0.9,ABA,OZFQ,40
1235,2,0.75,0.0735,3.0,5,0.9,ABB,OZFQ,40
1236,2,0.75,0.0735,3.0,10,0.6,AAB,OZFQ,40
1237,2,0.75,0.0735,3.0,10,0.6,ABA,OZFQ,40
1238,2,0.75,0.0735,3.0,10,0.6,ABB,OZFQ,40
1239,2,0.75,0.0735,3.0,10,0.7,AAB,OZFQ,40
1240,2,0.75,0.0735,3.0,10,0.7,ABA,OZFQ,40
1241,2,0.75,0.0735,3.0,10,0.7,ABB,OZFQ,40
1242,2,0.75,0.0735,3.0,10,0.8,AAB,OZFQ,40
1243,2,0.75,0.0735,3.0,10,0.8,ABA,OZFQ,40
1244,2,0.75,0.0735,3.0,10,0.8,ABB,OZFQ,40
1245,2,0.75,0.0735,3.0,10,0.9,AAB,OZFQ,40
1246,2,0.75,0.0735,3.0,10,0.9,ABA,OZFQ,40
1247,2,0.75,0.0735,3.0,10,0.9,ABB,OZFQ,40
1248,2,0.75,0.067,2.0,1,0.6,AAB,OZFQ,40
1249,2,0.75,0.067,2.0,1,0.6,ABA,OZFQ,40
1250,2,0.75,0.067,2.0,1,0.6,ABB,OZFQ,40
1251,2,0.75,0.067,2.0,1,0.7,AAB,OZFQ,40
1252,2,0.75,0.067,2.0,1,0.7,ABA,OZFQ,40
1253,2,0.75,0.067,2.0,1,0.7,ABB,OZFQ,40
1254,2,0.75,0.067,2.0,1,0.8,AAB,OZFQ,40
1255,2,0.75,0.067,2.0,1,0.8,ABA,OZFQ,40
1256,2,0.75,0.067,2.0,1,0.8,ABB,OZFQ,40
1257,2,0.75,0.067,2.0,1,0.9,AAB,OZFQ,40
1258,2,0.75,0.067,2.0,1,0.9,ABA,OZFQ,40
1259,2,0.75,0.067,2.0,1,0.9,ABB,OZFQ,40
1260,2,0.75,0.067,2.0,2,0.6,AAB,OZFQ,40
1261,2,0.75,0.067,2.0,2,0.6,ABA,OZFQ,40
1262,2,0.75,0.067,2.0,2,0.6,ABB,OZFQ,40
1263,2,0.75,0.067,2.0,2,0.7,AAB,OZFQ,40
1264,2,0.75,0.067,2.0,2,0.7,ABA,OZFQ,40
1265,2,0.75,0.067,2.0,2,0.7,ABB,OZFQ,40
1266,2,0.75,0.067,2.0,2,0.8,AAB,OZFQ,40
1267,2,0.75,0.067,2.0,2,0.8,ABA,OZFQ,40
1268,2,0.75,0.067,2.0,2,0.8,ABB,OZFQ,40
1269,2,0.75,0.067,2.0,2,0.9,AAB,OZFQ,40
1270,2,0.75,0.067,2.0,2,0.9,ABA,OZFQ,40
1271,2,0.75,0.067,2.0,2,0.9,ABB,OZFQ,40
1272,2,0.75,0.067,2.0,5,0.6,AAB,OZFQ,40
1273,2,0.75,0.067,2.0,5,0.6,ABA,OZFQ,40
1274,2,0.75,0.067,2.0,5,0.6,ABB,OZFQ,40
1275,2,0.75,0.067,2.0,5,0.7,AAB,OZFQ,40
1276,2,0.75,0.067,2.0,5,0.7,ABA,OZFQ,40
1277,2,0.75,0.067,2.0,5,0.7,ABB,OZFQ,40
1278,2,0.75,0.067,2.0,5,0.8,AAB,OZFQ,40
1279,2,0.75,0.067,2.0,5,0.8,ABA,OZFQ,40
1280,2,0.75,0.067,2.0,5,0.8,ABB,OZFQ,40
1281,2,0.75,0.067,2.0,5,0.9,AAB,OZFQ,40
1282,2,0.75,0.067,2.0,5,0.9,ABA,OZFQ,40
1283,2,0.75,0.067,2.0,5,0.9,ABB,OZFQ,40
1284,2,0.75,0.067,2.0,10,0.6,AAB,OZFQ,40
1285,2,0.75,0.067,2.0,10,0.6,ABA,OZFQ,40
1286,2,0.75,0.067,2.0,10,0.6,ABB,OZFQ,40
1287,2,0.75,0.067,2.0,10,0.7,AAB,OZFQ,40
1288,2,0.75,0.067,2.0,10,0.7,ABA,OZFQ,40
1289,2,0.75,0.067,2.0,10,0.7,ABB,OZFQ,40
1290,2,0.75,0.067,2.0,10,0.8,AAB,OZFQ,40
1291,2,0.75,0.067,2.0,10,0.8,ABA,OZFQ,40
1292,2,0.75,0.067,2.0,10,0.8,ABB,OZFQ,40
1293,2,0.75,0.067,2.0,10,0.9,AAB,OZFQ,40
1294,2,0.75,0.067,2.0,10,0.9,ABA,OZFQ,40
1295,2,0.75,0.067,2.0,10,0.9,ABB,OZFQ,40
1296,2,0.75,0.061,1.0,1,0.6,AAB,OZFQ,40
1297,2,0.75,0.061,1.0,1,0.6,ABA,OZFQ,40
1298,2,0.75,0.061,1.0,1,0.6,ABB,OZFQ,40
1299,2,0.75,0.061,1.0,1,0.7,AAB,OZFQ,40
1300,2,0.75,0.061,1.0,1,0.7,ABA,OZFQ,40
1301,2,0.75,0.061,1.0,1,0.7,ABB,OZFQ,40
1302,2,0.75,0.061,1.0,1,0.8,AAB,OZFQ,40
1303,2,0.75,0.061,1.0,1,0.8,ABA,OZFQ,40
1304,2,0.75,0.061,1.0,1,0.8,ABB,OZFQ,40
1305,2,0.75,0.061,1.0,1,0.9,AAB,OZFQ,40
1306,2,0.75,0.061,1.0,1,0.9,ABA,OZFQ,40
1307,2,0.75,0.061,1.0,1,0.9,ABB,OZFQ,40
1308,2,0.75,0.061,1.0,2,0.6,AAB,OZFQ,40
1309,2,0.75,0.061,1.0,2,0.6,ABA,OZFQ,40
1310,2,0.75,0.061,1.0,2,0.6,ABB,OZFQ,40
1311,2,0.75,0.061,1.0,2,0.7,AAB,OZFQ,40
1312,2,0.75,0.061,1.0,2,0.7,ABA,OZFQ,40
1313,2,0.75,0.061,1.0,2,0.7,ABB,OZFQ,40
1314,2,0.75,0.061,1.0,2,0.8,AAB,OZFQ,40
1315,2,0.75,0.061,1.0,2,0.8,ABA,OZFQ,40
1316,2,0.75,0.061,1.0,2,0.8,ABB,OZFQ,40
1317,2,0.75,0.061,1.0,2,0.9,AAB,OZFQ,40
1318,2,0.75,0.061,1.0,2,0.9,ABA,OZFQ,40
1319,2,0.75,0.061,1.0,2,0.9,ABB,OZFQ,40
1320,2,0.75,0.061,1.0,5,0.6,AAB,OZFQ,40
1321,2,0.75,0.061,1.0,5,0.6,ABA,OZFQ,40
1322,2,0.75,0.061,1.0,5,0.6,ABB,OZFQ,40
1323,2,0.75,0.061,1.0,5,0.7,AAB,OZFQ,40
1324,2,0.75,0.061,1.0,5,0.7,ABA,OZFQ,40
1325,2,0.75,0.061,1.0,5,0.7,ABB,OZFQ,40
1326,2,0.75,0.061,1.0,5,0.8,AAB,OZFQ,40
1327,2,0.75,0.061,1.0,5,0.8,ABA,OZFQ,40
1328,2,0.75,0.061,1.0,5,0.8,ABB,OZFQ,40
1329,2,0.75,0.061,1.0,5,0.9,AAB,OZFQ,40
1330,2,0.75,0.061,1.0,5,0.9,ABA,OZFQ,40
1331,2,0.75,0.061,1.0,5,0.9,ABB,OZFQ,40
1332,2,0.75,0.061,1.0,10,0.6,AAB,OZFQ,40
1333,2,0.75,0.061,1.0,10,0.6,ABA,OZFQ,40
1334,2,0.75,0.061,1.0,10,0.6,ABB,OZFQ,40
1335,2,0.75,0.061,1.0,10,0.7,AAB,OZFQ,40
1336,2,0.75,0.061,1.0,10,0.7,ABA,OZFQ,40
1337,2,0.75,0.061,1.0,10,0.7,ABB,OZFQ,40
1338,2,0.75,0.061,1.0,10,0.8,AAB,OZFQ,40
1339,2,0.75,0.061,1.0,10,0.8,ABA,OZFQ,40
1340,2,0.75,0.061,1.0,10,0.8,ABB,OZFQ,40
1341,2,0.75,0.061,1.0,10,0.9,AAB,OZFQ,40
1342,2,0.75,0.061,1.0,10,0.9,ABA,OZFQ,40
1343,2,0.75,0.061,1.0,10,0.9,ABB,OZFQ,40
1344,2,0.75,0.057,0.5,1,0.6,AAB,OZFQ,40
1345,2,0.75,0.057,0.5,1,0.6,ABA,OZFQ,40
1346,2,0.75,0.057,0.5,1,0.6,ABB,OZFQ,40
1347,2,0.75,0.057,0.5,1,0.7,AAB,OZFQ,40
1348,2,0.75,0.057,0.5,1,0.7,ABA,OZFQ,40
1349,2,0.75,0.057,0.5,1,0.7,ABB,OZFQ,40
1350,2,0.75,0.057,0.5,1,0.8,AAB,OZFQ,40
1351,2,0.75,0.057,0.5,1,0.8,ABA,OZFQ,40
1352,2,0.75,0.057,0.5,1,0.8,ABB,OZFQ,40
1353,2,0.75,0.057,0.5,1,0.9,AAB,OZFQ,40
1354,2,0.75,0.057,0.5,1,0.9,ABA,OZFQ,40
1355,2,0.75,0.057,0.5,1,0.9,ABB,OZFQ,40
1356,2,0.75,0.057,0.5,2,0.6,AAB,OZFQ,40
1357,2,0.75,0.057,0.5,2,0.6,ABA,OZFQ,40
1358,2,0.75,0.057,0.5,2,0.6,ABB,OZFQ,40
1359,2,0.75,0.057,0.5,2,0.7,AAB,OZFQ,40
1360,2,0.75,0.057,0.5,2,0.7,ABA,OZFQ,40
1361,2,0.75,0.057,0.5,2,0.7,ABB,OZFQ,40
1362,2,0.75,0.057,0.5,2,0.8,AAB,OZFQ,40
1363,2,0.75,0.057,0.5,2,0.8,ABA,OZFQ,40
1364,2,0.75,0.057,0.5,2,0.8,ABB,OZFQ,40
1365,2,0.75,0.057,0.5,2,0.9,AAB,OZFQ,40
1366,2,0.75,0.057,0.5,2,0.9,ABA,OZFQ,40
1367,2,0.75,0.057,0.5,2,0.9,ABB,OZFQ,40
1368,2,0.75,0.057,0.5,5,0.6,AAB,OZFQ,40
1369,2,0.75,0.057,0.5,5,0.6,ABA,OZFQ,40
1370,2,0.75,0.057,0.5,5,0.6,ABB,OZFQ,40
1371,2,0.75,0.057,0.5,5,0.7,AAB,OZFQ,40
1372,2,0.75,0.057,0.5,5,0.7,ABA,OZFQ,40
1373,2,0.75,0.057,0.5,5,0.7,ABB,OZFQ,40
1374,2,0.75,0.057,0.5,5,0.8,AAB,OZFQ,40
1375,2,0.75,0.057,0.5,5,0.8,ABA,OZFQ,40
1376,2,0.75,0.057,0.5,5,0.8,ABB,OZFQ,40
1377,2,0.75,0.057,0.5,5,0.9,AAB,OZFQ,40
1378,2,0.75,0.057,0.5,5,0.9,ABA,OZFQ,40
1379,2,0.75,0.057,0.5,5,0.9,ABB,OZFQ,40
1380,2,0.75,0.057,0.5,10,0.6,AAB,OZFQ,40
1381,2,0.75,0.057,0.5,10,0.6,ABA,OZFQ,40
1382,2,0.75,0.057,0.5,10,0.6,ABB,OZFQ,40
1383,2,0.75,0.057,0.5,10,0.7,AAB,OZFQ,40
1384,2,0.75,0.057,0.5,10,0.7,ABA,OZFQ,40
1385,2,0.75,0.057,0.5,10,0.7,ABB,OZFQ,40
1386,2,0.75,0.057,0.5,10,0.8,AAB,OZFQ,40
1387,2,0.75,0.057,0.5,10,0.8,ABA,OZFQ,40
1388,2,0.75,0.057,0.5,10,0.8,ABB,OZFQ,40
1389,2,0.75,0.057,0.5,10,0.9,AAB,OZFQ,40
1390,2,0.75,0.057,0.5,10,0.9,ABA,OZFQ,40
1391,2,0.75,0.057,0.5,10,0.9,ABB,OZFQ,40
1392,2,0.75,0.0537,0.1,1,0.6,AAB,OZFQ,40
1393,2,0.75,0.0537,0.1,1,0.6,ABA,OZFQ,40
1394,2,0.75,0.0537,0.1,1,0.6,ABB,OZFQ,40
1395,2,0.75,0.0537,0.1,1,0.7,AAB,OZFQ,40
1396,2,0.75,0.0537,0.1,1,0.7,ABA,OZFQ,40
1397,2,0.75,0.0537,0.1,1,0.7,ABB,OZFQ,40
1398,2,0.75,0.0537,0.1,1,0.8,AAB,OZFQ,40
1399,2,0.75,0.0537,0.1,1,0.8,ABA,OZFQ,40
1400,2,0.75,0.0537,0.1,1,0.8,ABB,OZFQ,40
1401,2,0.75,0.0537,0.1,1,0.9,AAB,OZFQ,40
1402,2,0.75,0.0537,0.1,1,0.9,ABA,OZFQ,40
1403,2,0.75,0.0537,0.1,1,0.9,ABB,OZFQ,40
1404,2,0.75,0.0537,0.1,2,0.6,AAB,OZFQ,40
1405,2,0.75,0.0537,0.1,2,0.6,ABA,OZFQ,40
1406,2,0.75,0.0537,0.1,2,0.6,ABB,OZFQ,40
1407,2,0.75,0.0537,0.1,2,0.7,AAB,OZFQ,40
1408,2,0.75,0.0537,0.1,2,0.7,ABA,OZFQ,40
1409,2,0.75,0.0537,0.1,2,0.7,ABB,OZFQ,40
1410,2,0.75,0.0537,0.1,2,0.8,AAB,OZFQ,40
1411,2,0.75,0.0537,0.1,2,0.8,ABA,OZFQ,40
1412,2,0.75,0.0537,0.1,2,0.8,ABB,OZFQ,40
1413,2,0.75,0.0537,0.1,2,0.9,AAB,OZFQ,40
1414,2,0.75,0.0537,0.1,2,0.9,ABA,OZFQ,40
1415,2,0.75,0.0537,0.1,2,0.9,ABB,OZFQ,40
1416,2,0.75,0.0537,0.1,5,0.6,AAB,OZFQ,40
1417,2,0.75,0.0537,0.1,5,0.6,ABA,OZFQ,40
1418,2,0.75,0.0537,0.1,5,0.6,ABB,OZFQ,40
1419,2,0.75,0.0537,0.1,5,0.7,AAB,OZFQ,40
1420,2,0.75,0.0537,0.1,5,0.7,ABA,OZFQ,40
1421,2,0.75,0.0537,0.1,5,0.7,ABB,OZFQ,40
1422,2,0.75,0.0537,0.1,5,0.8,AAB,OZFQ,40
1423,2,0.75,0.0537,0.1,5,0.8,ABA,OZFQ,40
1424,2,0.75,0.0537,0.1,5,0.8,ABB,OZFQ,40
1425,2,0.75,0.0537,0.1,5,0.9,AAB,OZFQ,40
1426,2,0.75,0.0537,0.1,5,0.9,ABA,OZFQ,40
1427,2,0.75,0.0537,0.1,5,0.9,ABB,OZFQ,40
1428,2,0.75,0.0537,0.1,10,0.6,AAB,OZFQ,40
1429,2,0.75,0.0537,0.1,10,0.6,ABA,OZFQ,40
1430,2,0.75,0.0537,0.1,10,0.6,ABB,OZFQ,40
1431,2,0.75,0.0537,0.1,10,0.7,AAB,OZFQ,40
1432,2,0.75,0.0537,0.1,10,0.7,ABA,OZFQ,40
1433,2,0.75,0.0537,0.1,10,0.7,ABB,OZFQ,40
1434,2,0.75,0.0537,0.1,10,0.8,AAB,OZFQ,40
1435,2,0.75,0.0537,0.1,10,0.8,ABA,OZFQ,40
1436,2,0.75,0.0537,0.1,10,0.8,ABB,OZFQ,40
1437,2,0.75,0.0537,0.1,10,0.9,AAB,OZFQ,40
1438,2,0.75,0.0537,0.1,10,0.9,ABA,OZFQ,40
1439,2,0.75,0.0537,0.1,10,0.9,ABB,OZFQ,40
1440,3,0.55,0.06413,3.0,1,0.6,AAB,OZFQ,40
1441,3,0.55,0.06413,3.0,1,0.6,ABA,OZFQ,40
1442,3,0.55,0.06413,3.0,1,0.6,ABB,OZFQ,40
1443,3,0.55,0.06413,3.0,1,0.7,AAB,OZFQ,40
1444,3,0.55,0.06413,3.0,1,0.7,ABA,OZFQ,40
1445,3,0.55,0.06413,3.0,1,0.7,ABB,OZFQ,40
1446,3,0.55,0.06413,3.0,1,0.8,AAB,OZFQ,40
1447,3,0.55,0.06413,3.0,1,0.8,ABA,OZFQ,40
1448,3,0.55,0.06413,3.0,1,0.8,ABB,OZFQ,40
1449,3,0.55,0.06413,3.0,1,0.9,AAB,OZFQ,40
1450,3,0.55,0.06413,3.0,1,0.9,ABA,OZFQ,40
1451,3,0.55,0.06413,3.0,1,0.9,ABB,OZFQ,40
1452,3,0.55,0.06413,3.0,2,0.6,AAB,OZFQ,40
1453,3,0.55,0.06413,3.0,2,0.6,ABA,OZFQ,40
1454,3,0.55,0.06413,3.0,2,0.6,ABB,OZFQ,40
1455,3,0.55,0.06413,3.0,2,0.7,AAB,OZFQ,40
1456,3,0.55,0.06413,3.0,2,0.7,ABA,OZFQ,40
1457,3,0.55,0.06413,3.0,2,0.7,ABB,OZFQ,40
1458,3,0.55,0.06413,3.0,2,0.8,AAB,OZFQ,40
1459,3,0.55,0.06413,3.0,2,0.8,ABA,OZFQ,40
1460,3,0.55,0.06413,3.0,2,0.8,ABB,OZFQ,40
1461,3,0.55,0.06413,3.0,2,0.9,AAB,OZFQ,40
1462,3,0.55,0.06413,3.0,2,0.9,ABA,OZFQ,40
1463,3,0.55,0.06413,3.0,2,0.9,ABB,OZFQ,40
1464,3,0.55,0.06413,3.0,5,0.6,AAB,OZFQ,40
1465,3,0.55,0.06413,3.0,5,0.6,ABA,OZFQ,40
1466,3,0.55,0.06413,3.0,5,0.6,ABB,OZFQ,40
1467,3,0.55,0.06413,3.0,5,0.7,AAB,OZFQ,40
1468,3,0.55,0.06413,3.0,5,0.7,ABA,OZFQ,40
1469,3,0.55,0.06413,3.0,5,0.7,ABB,OZFQ,40
1470,3,0.55,0.06413,3.0,5,0.8,AAB,OZFQ,40
1471,3,0.55,0.06413,3.0,5,0.8,ABA,OZFQ,40
1472,3,0.55,0.06413,3.0,5,0.8,ABB,OZFQ,40
1473,3,0.55,0.06413,3.0,5,0.9,AAB,OZFQ,40
1474,3,0.55,0.06413,3.0,5,0.9,ABA,OZFQ,40
1475,3,0.55,0.06413,3.0,5,0.9,ABB,OZFQ,40
1476,3,0.55,0.06413,3.0,10,0.6,AAB,OZFQ,40
1477,3,0.55,0.06413,3.0,10,0.6,ABA,OZFQ,40
1478,3,0.55,0.06413,3.0,10,0.6,ABB,OZFQ,40
1479,3,0.55,0.06413,3.0,10,0.7,AAB,OZFQ,40
1480,3,0.55,0.06413,3.0,10,0.7,ABA,OZFQ,40
1481,3,0.55,0.06413,3.0,10,0.7,ABB,OZFQ,40
1482,3,0.55,0.06413,3.0,10,0.8,AAB,OZFQ,40
1483,3,0.55,0.06413,3.0,10,0.8,ABA,OZFQ,40
1484,3,0.55,0.06413,3.0,10,0.8,ABB,OZFQ,40
1485,3,0.55,0.06413,3.0,10,0.9,AAB,OZFQ,40
1486,3,0.55,0.06413,3.0,10,0.9,ABA,OZFQ,40
1487,3,0.55,0.06413,3.0,10,0.9,ABB,OZFQ,40
1488,3,0.55,0.0585,2.0,1,0.6,AAB,OZFQ,40
1489,3,0.55,0.0585,2.0,1,0.6,ABA,OZFQ,40
1490,3,0.55,0.0585,2.0,1,0.6,ABB,OZFQ,40
1491,3,0.55,0.0585,2.0,1,0.7,AAB,OZFQ,40
1492,3,0.55,0.0585,2.0,1,0.7,ABA,OZFQ,40
1493,3,0.55,0.0585,2.0,1,0.7,ABB,OZFQ,40
1494,3,0.55,0.0585,2.0,1,0.8,AAB,OZFQ,40
1495,3,0.55,0.0585,2.0,1,0.8,ABA,OZFQ,40
1496,3,0.55,0.0585,2.0,1,0.8,ABB,OZFQ,40
1497,3,0.55,0.0585,2.0,1,0.9,AAB,OZFQ,40
1498,3,0.55,0.0585,2.0,1,0.9,ABA,OZFQ,40
1499,3,0.55,0.0585,2.0,1,0.9,ABB,OZFQ,40
1500,3,0.55,0.0585,2.0,2,0.6,AAB,OZFQ,40
1501,3,0.55,0.0585,2.0,2,0.6,ABA,OZFQ,40
1502,3,0.55,0.0585,2.0,2,0.6,ABB,OZFQ,40
1503,3,0.55,0.0585,2.0,2,0.7,AAB,OZFQ,40
1504,3,0.55,0.0585,2.0,2,0.7,ABA,OZFQ,40
1505,3,0.55,0.0585,2.0,2,0.7,ABB,OZFQ,40
1506,3,0.55,0.0585,2.0,2,0.8,AAB,OZFQ,40
1507,3,0.55,0.0585,2.0,2,0.8,ABA,OZFQ,40
1508,3,0.55,0.0585,2.0,2,0.8,ABB,OZFQ,40
1509,3,0.55,0.0585,2.0,2,0.9,AAB,OZFQ,40
1510,3,0.55,0.0585,2.0,2,0.9,ABA,OZFQ,40
1511,3,0.55,0.0585,2.0,2,0.9,ABB,OZFQ,40
1512,3,0.55,0.0585,2.0,5,0.6,AAB,OZFQ,40
1513,3,0.55,0.0585,2.0,5,0.6,ABA,OZFQ,40
1514,3,0.55,0.0585,2.0,5,0.6,ABB,OZFQ,40
1515,3,0.55,0.0585,2.0,5,0.7,AAB,OZFQ,40
1516,3,0.55,0.0585,2.0,5,0.7,ABA,OZFQ,40
1517,3,0.55,0.0585,2.0,5,0.7,ABB,OZFQ,40
1518,3,0.55,0.0585,2.0,5,0.8,AAB,OZFQ,40
1519,3,0.55,0.0585,2.0,5,0.8,ABA,OZFQ,40
1520,3,0.55,0.0585,2.0,5,0.8,ABB,OZFQ,40
1521,3,0.55,0.0585,2.0,5,0.9,AAB,OZFQ,40
1522,3,0.55,0.0585,2.0,5,0.9,ABA,OZFQ,40
1523,3,0.55,0.0585,2.0,5,0.9,ABB,OZFQ,40
1524,3,0.55,0.0585,2.0,10,0.6,AAB,OZFQ,40
1525,3,0.55,0.0585,2.0,10,0.6,ABA,OZFQ,40
1526,3,0.55,0.0585,2.0,10,0.6,ABB,OZFQ,40
1527,3,0.55,0.0585,2.0,10,0.7,AAB,OZFQ,40
1528,3,0.55,0.0585,2.0,10,0.7,ABA,OZFQ,40
1529,3,0.55,0.0585,2.0,10,0.7,ABB,OZFQ,40
1530,3,0.55,0.0585,2.0,10,0.8,AAB,OZFQ,40
1531,3,0.55,0.0585,2.0,10,0.8,ABA,OZFQ,40
1532,3,0.55,0.0585,2.0,10,0.8,ABB,OZFQ,40
1533,3,0.55,0.0585,2.0,10,0.9,AAB,OZFQ,40
1534,3,0.55,0.0585,2.0,10,0.9,ABA,OZFQ,40
1535,3,0.55,0.0585,2.0,10,0.9,ABB,OZFQ,40
1536,3,0.55,0.0538,1.0,1,0.6,AAB,OZFQ,40
1537,3,0.55,0.0538,1.0,1,0.6,ABA,OZFQ,40
1538,3,0.55,0.0538,1.0,1,0.6,ABB,OZFQ,40
1539,3,0.55,0.0538,1.0,1,0.7,AAB,OZFQ,40
1540,3,0.55,0.0538,1.0,1,0.7,ABA,OZFQ,40
1541,3,0.55,0.0538,1.0,1,0.7,ABB,OZFQ,40
1542,3,0.55,0.0538,1.0,1,0.8,AAB,OZFQ,40
1543,3,0.55,0.0538,1.0,1,0.8,ABA,OZFQ,40
1544,3,0.55,0.0538,1.0,1,0.8,ABB,OZFQ,40
1545,3,0.55,0.0538,1.0,1,0.9,AAB,OZFQ,40
1546,3,0.55,0.0538,1.0,1,0.9,ABA,OZFQ,40
1547,3,0.55,0.0538,1.0,1,0.9,ABB,OZFQ,40
1548,3,0.55,0.0538,1.0,2,0.6,AAB,OZFQ,40
1549,3,0.55,0.0538,1.0,2,0.6,ABA,OZFQ,40
1550,3,0.55,0.0538,1.0,2,0.6,ABB,OZFQ,40
1551,3,0.55,0.0538,1.0,2,0.7,AAB,OZFQ,40
1552,3,0.55,0.0538,1.0,2,0.7,ABA,OZFQ,40
1553,3,0.55,0.0538,1.0,2,0.7,ABB,OZFQ,40
1554,3,0.55,0.0538,1.0,2,0.8,AAB,OZFQ,40
1555,3,0.55,0.0538,1.0,2,0.8,ABA,OZFQ,40
1556,3,0.55,0.0538,1.0,2,0.8,ABB,OZFQ,40
1557,3,0.55,0.0538,1.0,2,0.9,AAB,OZFQ,40
1558,3,0.55,0.0538,1.0,2,0.9,ABA,OZFQ,40
1559,3,0.55,0.0538,1.0,2,0.9,ABB,OZFQ,40
1560,3,0.55,0.0538,1.0,5,0.6,AAB,OZFQ,40
1561,3,0.55,0.0538,1.0,5,0.6,ABA,OZFQ,40
1562,3,0.55,0.0538,1.0,5,0.6,ABB,OZFQ,40
1563,3,0.55,0.0538,1.0,5,0.7,AAB,OZFQ,40
1564,3,0.55,0.0538,1.0,5,0.7,ABA,OZFQ,40
1565,3,0.55,0.0538,1.0,5,0.7,ABB,OZFQ,40
1566,3,0.55,0.0538,1.0,5,0.8,AAB,OZFQ,40
1567,3,0.55,0.0538,1.0,5,0.8,ABA,OZFQ,40
1568,3,0.55,0.0538,1.0,5,0.8,ABB,OZFQ,40
1569,3,0.55,0.0538,1.0,5,0.9,AAB,OZFQ,40
1570,3,0.55,0.0538,1.0,5,0.9,ABA,OZFQ,40
1571,3,0.55,0.0538,1.0,5,0.9,ABB,OZFQ,40
1572,3,0.55,0.0538,1.0,10,0.6,AAB,OZFQ,40
1573,3,0.55,0.0538,1.0,10,0.6,ABA,OZFQ,40
1574,3,0.55,0.0538,1.0,10,0.6,ABB,OZFQ,40
1575,3,0.55,0.0538,1.0,10,0.7,AAB,OZFQ,40
1576,3,0.55,0.0538,1.0,10,0.7,ABA,OZFQ,40
1577,3,0.55,0.0538,1.0,10,0.7,ABB,OZFQ,40
1578,3,0.55,0.0538,1.0,10,0.8,AAB,OZFQ,40
1579,3,0.55,0.0538,1.0,10,0.8,ABA,OZFQ,40
1580,3,0.55,0.0538,1.0,10,0.8,ABB,OZFQ,40
1581,3,0.55,0.0538,1.0,10,0.9,AAB,OZFQ,40
1582,3,0.55,0.0538,1.0,10,0.9,ABA,OZFQ,40
1583,3,0.55,0.0538,1.0,10,0.9,ABB,OZFQ,40
1584,3,0.55,0.0508,0.5,1,0.6,AAB,OZFQ,40
1585,3,0.55,0.0508,0.5,1,0.6,ABA,OZFQ,40
1586,3,0.55,0.0508,0.5,1,0.6,ABB,OZFQ,40
1587,3,0.55,0.0508,0.5,1,0.7,AAB,OZFQ,40
1588,3,0.55,0.0508,0.5,1,0.7,ABA,OZFQ,40
1589,3,0.55,0.0508,0.5,1,0.7,ABB,OZFQ,40
1590,3,0.55,0.0508,0.5,1,0.8,AAB,OZFQ,40
1591,3,0.55,0.0508,0.5,1,0.8,ABA,OZFQ,40
1592,3,0.55,0.0508,0.5,1,0.8,ABB,OZFQ,40
1593,3,0.55,0.0508,0.5,1,0.9,AAB,OZFQ,40
1594,3,0.55,0.0508,0.5,1,0.9,ABA,OZFQ,40
1595,3,0.55,0.0508,0.5,1,0.9,ABB,OZFQ,40
1596,3,0.55,0.0508,0.5,2,0.6,AAB,OZFQ,40
