,mda_round,tc,beta,pfpr0,cr_factor,mda_coverage,strategy,b_drug,oz_eff
173,0,0.55,0.0508,0.5,5,0.7,ABB,OZFQ,40
174,0,0.55,0.0508,0.5,5,0.8,AAB,OZFQ,40
175,0,0.55,0.0508,0.5,5,0.8,ABA,OZFQ,40
176,0,0.55,0.0508,0.5,5,0.8,ABB,OZFQ,40
177,0,0.55,0.0508,0.5,5,0.9,AAB,OZFQ,40
178,0,0.55,0.0508,0.5,5,0.9,ABA,OZFQ,40
179,0,0.55,0.0508,0.5,5,0.9,ABB,OZFQ,40
180,0,0.55,0.0508,0.5,10,0.6,AAB,OZFQ,40
181,0,0.55,0.0508,0.5,10,0.6,ABA,OZFQ,40
182,0,0.55,0.0508,0.5,10,0.6,ABB,OZFQ,40
183,0,0.55,0.0508,0.5,10,0.7,AAB,OZFQ,40
184,0,0.55,0.0508,0.5,10,0.7,ABA,OZFQ,40
185,0,0.55,0.0508,0.5,10,0.7,ABB,OZFQ,40
186,0,0.55,0.0508,0.5,10,0.8,AAB,OZFQ,40
187,0,0.55,0.0508,0.5,10,0.8,ABA,OZFQ,40
188,0,0.55,0.0508,0.5,10,0.8,ABB,OZFQ,40
189,0,0.55,0.0508,0.5,10,0.9,AAB,OZFQ,40
190,0,0.55,0.0508,0.5,10,0.9,ABA,OZFQ,40
191,0,0.55,0.0508,0.5,10,0.9,ABB,OZFQ,40
192,0,0.55,0.0475,0.1,1,0.6,AAB,OZFQ,40
193,0,0.55,0.0475,0.1,1,0.6,ABA,OZFQ,40
194,0,0.55,0.0475,0.1,1,0.6,ABB,OZFQ,40
195,0,0.55,0.0475,0.1,1,0.7,AAB,OZFQ,40
196,0,0.55,0.0475,0.1,1,0.7,ABA,OZFQ,40
197,0,0.55,0.0475,0.1,1,0.7,ABB,OZFQ,40
198,0,0.55,0.0475,0.1,1,0.8,AAB,OZFQ,40
199,0,0.55,0.0475,0.1,1,0.8,ABA,OZFQ,40
200,0,0.55,0.0475,0.1,1,0.8,ABB,OZFQ,40
201,0,0.55,0.0475,0.1,1,0.9,AAB,OZFQ,40
202,0,0.55,0.0475,0.1,1,0.9,ABA,OZFQ,40
203,0,0.55,0.0475,0.1,1,0.9,ABB,OZFQ,40
204,0,0.55,0.0475,0.1,2,0.6,AAB,OZFQ,40
205,0,0.55,0.0475,0.1,2,0.6,ABA,OZFQ,40
206,0,0.55,0.0475,0.1,2,0.6,ABB,OZFQ,40
207,0,0.55,0.0475,0.1,2,0.7,AAB,OZFQ,40
208,0,0.55,0.0475,0.1,2,0.7,ABA,OZFQ,40
209,0,0.55,0.0475,0.1,2,0.7,ABB,OZFQ,40
210,0,0.55,0.0475,0.1,2,0.8,AAB,OZFQ,40
211,0,0.55,0.0475,0.1,2,0.8,ABA,OZFQ,40
212,0,0.55,0.0475,0.1,2,0.8,ABB,OZFQ,40
213,0,0.55,0.0475,0.1,2,0.9,AAB,OZFQ,40
214,0,0.55,0.0475,0.1,2,0.9,ABA,OZFQ,40
215,0,0.55,0.0475,0.1,2,0.9,ABB,OZFQ,40
216,0,0.55,0.0475,0.1,5,0.6,AAB,OZFQ,40
217,0,0.55,0.0475,0.1,5,0.6,ABA,OZFQ,40
218,0,0.55,0.0475,0.1,5,0.6,ABB,OZFQ,40
219,0,0.55,0.0475,0.1,5,0.7,AAB,OZFQ,40
220,0,0.55,0.0475,0.1,5,0.7,ABA,OZFQ,40
221,0,0.55,0.0475,0.1,5,0.7,ABB,OZFQ,40
222,0,0.55,0.0475,0.1,5,0.8,AAB,OZFQ,40
223,0,0.55,0.0475,0.1,5,0.8,ABA,OZFQ,40
224,0,0.55,0.0475,0.1,5,0.8,ABB,OZFQ,40
225,0,0.55,0.0475,0.1,5,0.9,AAB,OZFQ,40
226,0,0.55,0.0475,0.1,5,0.9,ABA,OZFQ,40
227,0,0.55,0.0475,0.1,5,0.9,ABB,OZFQ,40
228,0,0.55,0.0475,0.1,10,0.6,AAB,OZFQ,40
229,0,0.55,0.0475,0.1,10,0.6,ABA,OZFQ,40
230,0,0.55,0.0475,0.1,10,0.6,ABB,OZFQ,40
231,0,0.55,0.0475,0.1,10,0.7,AAB,OZFQ,40
232,0,0.55,0.0475,0.1,10,0.7,ABA,OZFQ,40
233,0,0.55,0.0475,0.1,10,0.7,ABB,OZFQ,40
234,0,0.55,0.0475,0.1,10,0.8,AAB,OZFQ,40
235,0,0.55,0.0475,0.1,10,0.8,ABA,OZFQ,40
236,0,0.55,0.0475,0.1,10,0.8,ABB,OZFQ,40
237,0,0.55,0.0475,0.1,10,0.9,AAB,OZFQ,40
238,0,0.55,0.0475,0.1,10,0.9,ABA,OZFQ,40
239,0,0.55,0.0475,0.1,10,0.9,ABB,OZFQ,40
240,0,0.75,0.0735,3.0,1,0.6,AAB,OZFQ,40
241,0,0.75,0.0735,3.0,1,0.6,ABA,OZFQ,40
242,0,0.75,0.0735,3.0,1,0.6,ABB,OZFQ,40
243,0,0.75,0.0735,3.0,1,0.7,AAB,OZFQ,40
244,0,0.75,0.0735,3.0,1,0.7,ABA,OZFQ,40
245,0,0.75,0.0735,3.0,1,0.7,ABB,OZFQ,40
246,0,0.75,0.0735,3.0,1,0.8,AAB,OZFQ,40
247,0,0.75,0.0735,3.0,1,0.8,ABA,OZFQ,40
248,0,0.75,0.0735,3.0,1,0.8,ABB,OZFQ,40
249,0,0.75,0.0735,3.0,1,0.9,AAB,OZFQ,40
250,0,0.75,0.0735,3.0,1,0.9,ABA,OZFQ,40
251,0,0.75,0.0735,3.0,1,0.9,ABB,OZFQ,40
252,0,0.75,0.0735,3.0,2,0.6,AAB,OZFQ,40
253,0,0.75,0.0735,3.0,2,0.6,ABA,OZFQ,40
254,0,0.75,0.0735,3.0,2,0.6,ABB,OZFQ,40
255,0,0.75,0.0735,3.0,2,0.7,AAB,OZFQ,40
256,0,0.75,0.0735,3.0,2,0.7,ABA,OZFQ,40
257,0,0.75,0.0735,3.0,2,0.7,ABB,OZFQ,40
258,0,0.75,0.0735,3.0,2,0.8,AAB,OZFQ,40
259,0,0.75,0.0735,3.0,2,0.8,ABA,OZFQ,40
260,0,0.75,0.0735,3.0,2,0.8,ABB,OZFQ,40
261,0,0.75,0.0735,3.0,2,0.9,AAB,OZFQ,40
262,0,0.75,0.0735,3.0,2,0.9,ABA,OZFQ,40
263,0,0.75,0.0735,3.0,2,0.9,ABB,OZFQ,40
264,0,0.75,0.0735,3.0,5,0.6,AAB,OZFQ,40
265,0,0.75,0.0735,3.0,5,0.6,ABA,OZFQ,40
266,0,0.75,0.0735,3.0,5,0.6,ABB,OZFQ,40
267,0,0.75,0.0735,3.0,5,0.7,AAB,OZFQ,40
268,0,0.75,0.0735,3.0,5,0.7,ABA,OZFQ,40
269,0,0.75,0.0735,3.0,5,0.7,ABB,OZFQ,40
270,0,0.75,0.0735,3.0,5,0.8,AAB,OZFQ,40
271,0,0.75,0.0735,3.0,5,0.8,ABA,OZFQ,40
272,0,0.75,0.0735,3.0,5,0.8,ABB,OZFQ,40
273,0,0.75,0.0735,3.0,5,0.9,AAB,OZFQ,40
274,0,0.75,0.0735,3.0,5,0.9,ABA,OZFQ,40
275,0,0.75,0.0735,3.0,5,0.9,ABB,OZFQ,40
276,0,0.75,0.0735,3.0,10,0.6,AAB,OZFQ,40
277,0,0.75,0.0735,3.0,10,0.6,ABA,OZFQ,40
278,0,0.75,0.0735,3.0,10,0.6,ABB,OZFQ,40
279,0,0.75,0.0735,3.0,10,0.7,AAB,OZFQ,40
280,0,0.75,0.0735,3.0,10,0.7,ABA,OZFQ,40
281,0,0.75,0.0735,3.0,10,0.7,ABB,OZFQ,40
282,0,0.75,0.0735,3.0,10,0.8,AAB,OZFQ,40
283,0,0.75,0.0735,3.0,10,0.8,ABA,OZFQ,40
284,0,0.75,0.0735,3.0,10,0.8,ABB,OZFQ,40
285,0,0.75,0.0735,3.0,10,0.9,AAB,OZFQ,40
286,0,0.75,0.0735,3.0,10,0.9,ABA,OZFQ,40
287,0,0.75,0.0735,3.0,10,0.9,ABB,OZFQ,40
288,0,0.75,0.067,2.0,1,0.6,AAB,OZFQ,40
289,0,0.75,0.067,2.0,1,0.6,ABA,OZFQ,40
290,0,0.75,0.067,2.0,1,0.6,ABB,OZFQ,40
291,0,0.75,0.067,2.0,1,0.7,AAB,OZFQ,40
292,0,0.75,0.067,2.0,1,0.7,ABA,OZFQ,40
293,0,0.75,0.067,2.0,1,0.7,ABB,OZFQ,40
294,0,0.75,0.067,2.0,1,0.8,AAB,OZFQ,40
295,0,0.75,0.067,2.0,1,0.8,ABA,OZFQ,40
296,0,0.75,0.067,2.0,1,0.8,ABB,OZFQ,40
297,0,0.75,0.067,2.0,1,0.9,AAB,OZFQ,40
298,0,0.75,0.067,2.0,1,0.9,ABA,OZFQ,40
299,0,0.75,0.067,2.0,1,0.9,ABB,OZFQ,40
300,0,0.75,0.067,2.0,2,0.6,AAB,OZFQ,40
301,0,0.75,0.067,2.0,2,0.6,ABA,OZFQ,40
302,0,0.75,0.067,2.0,2,0.6,ABB,OZFQ,40
303,0,0.75,0.067,2.0,2,0.7,AAB,OZFQ,40
304,0,0.75,0.067,2.0,2,0.7,ABA,OZFQ,40
305,0,0.75,0.067,2.0,2,0.7,ABB,OZFQ,40
306,0,0.75,0.067,2.0,2,0.8,AAB,OZFQ,40
307,0,0.75,0.067,2.0,2,0.8,ABA,OZFQ,40
308,0,0.75,0.067,2.0,2,0.8,ABB,OZFQ,40
309,0,0.75,0.067,2.0,2,0.9,AAB,OZFQ,40
310,0,0.75,0.067,2.0,2,0.9,ABA,OZFQ,40
311,0,0.75,0.067,2.0,2,0.9,ABB,OZFQ,40
312,0,0.75,0.067,2.0,5,0.6,AAB,OZFQ,40
313,0,0.75,0.067,2.0,5,0.6,ABA,OZFQ,40
314,0,0.75,0.067,2.0,5,0.6,ABB,OZFQ,40
315,0,0.75,0.067,2.0,5,0.7,AAB,OZFQ,40
316,0,0.75,0.067,2.0,5,0.7,ABA,OZFQ,40
317,0,0.75,0.067,2.0,5,0.7,ABB,OZFQ,40
318,0,0.75,0.067,2.0,5,0.8,AAB,OZFQ,40
319,0,0.75,0.067,2.0,5,0.8,ABA,OZFQ,40
320,0,0.75,0.067,2.0,5,0.8,ABB,OZFQ,40
321,0,0.75,0.067,2.0,5,0.9,AAB,OZFQ,40
322,0,0.75,0.067,2.0,5,0.9,ABA,OZFQ,40
323,0,0.75,0.067,2.0,5,0.9,ABB,OZFQ,40
324,0,0.75,0.067,2.0,10,0.6,AAB,OZFQ,40
325,0,0.75,0.067,2.0,10,0.6,ABA,OZFQ,40
326,0,0.75,0.067,2.0,10,0.6,ABB,OZFQ,40
327,0,0.75,0.067,2.0,10,0.7,AAB,OZFQ,40
328,0,0.75,0.067,2.0,10,0.7,ABA,OZFQ,40
329,0,0.75,0.067,2.0,10,0.7,ABB,OZFQ,40
330,0,0.75,0.067,2.0,10,0.8,AAB,OZFQ,40
331,0,0.75,0.067,2.0,10,0.8,ABA,OZFQ,40
332,0,0.75,0.067,2.0,10,0.8,ABB,OZFQ,40
333,0,0.75,0.067,2.0,10,0.9,AAB,OZFQ,40
334,0,0.75,0.067,2.0,10,0.9,ABA,OZFQ,40
335,0,0.75,0.067,2.0,10,0.9,ABB,OZFQ,40
336,0,0.75,0.061,1.0,1,0.6,AAB,OZFQ,40
337,0,0.75,0.061,1.0,1,0.6,ABA,OZFQ,40
338,0,0.75,0.061,1.0,1,0.6,ABB,OZFQ,40
339,0,0.75,0.061,1.0,1,0.7,AAB,OZFQ,40
340,0,0.75,0.061,1.0,1,0.7,ABA,OZFQ,40
341,0,0.75,0.061,1.0,1,0.7,ABB,OZFQ,40
342,0,0.75,0.061,1.0,1,0.8,AAB,OZFQ,40
343,0,0.75,0.061,1.0,1,0.8,ABA,OZFQ,40
344,0,0.75,0.061,1.0,1,0.8,ABB,OZFQ,40
345,0,0.75,0.061,1.0,1,0.9,AAB,OZFQ,40
346,0,0.75,0.061,1.0,1,0.9,ABA,OZFQ,40
347,0,0.75,0.061,1.0,1,0.9,ABB,OZFQ,40
348,0,0.75,0.061,1.0,2,0.6,AAB,OZFQ,40
349,0,0.75,0.061,1.0,2,0.6,ABA,OZFQ,40
350,0,0.75,0.061,1.0,2,0.6,ABB,OZFQ,40
351,0,0.75,0.061,1.0,2,0.7,AAB,OZFQ,40
352,0,0.75,0.061,1.0,2,0.7,ABA,OZFQ,40
353,0,0.75,0.061,1.0,2,0.7,ABB,OZFQ,40
354,0,0.75,0.061,1.0,2,0.8,AAB,OZFQ,40
355,0,0.75,0.061,1.0,2,0.8,ABA,OZFQ,40
356,0,0.75,0.061,1.0,2,0.8,ABB,OZFQ,40
357,0,0.75,0.061,1.0,2,0.9,AAB,OZFQ,40
358,0,0.75,0.061,1.0,2,0.9,ABA,OZFQ,40
359,0,0.75,0.061,1.0,2,0.9,ABB,OZFQ,40
360,0,0.75,0.061,1.0,5,0.6,AAB,OZFQ,40
361,0,0.75,0.061,1.0,5,0.6,ABA,OZFQ,40
362,0,0.75,0.061,1.0,5,0.6,ABB,OZFQ,40
363,0,0.75,0.061,1.0,5,0.7,AAB,OZFQ,40
364,0,0.75,0.061,1.0,5,0.7,ABA,OZFQ,40
365,0,0.75,0.061,1.0,5,0.7,ABB,OZFQ,40
366,0,0.75,0.061,1.0,5,0.8,AAB,OZFQ,40
367,0,0.75,0.061,1.0,5,0.8,ABA,OZFQ,40
368,0,0.75,0.061,1.0,5,0.8,ABB,OZFQ,40
369,0,0.75,0.061,1.0,5,0.9,AAB,OZFQ,40
370,0,0.75,0.061,1.0,5,0.9,ABA,OZFQ,40
371,0,0.75,0.061,1.0,5,0.9,ABB,OZFQ,40
372,0,0.75,0.061,1.0,10,0.6,AAB,OZFQ,40
373,0,0.75,0.061,1.0,10,0.6,ABA,OZFQ,40
374,0,0.75,0.061,1.0,10,0.6,ABB,OZFQ,40
375,0,0.75,0.061,1.0,10,0.7,AAB,OZFQ,40
376,0,0.75,0.061,1.0,10,0.7,ABA,OZFQ,40
377,0,0.75,0.061,1.0,10,0.7,ABB,OZFQ,40
378,0,0.75,0.061,1.0,10,0.8,AAB,OZFQ,40
379,0,0.75,0.061,1.0,10,0.8,ABA,OZFQ,40
380,0,0.75,0.061,1.0,10,0.8,ABB,OZFQ,40
381,0,0.75,0.061,1.0,10,0.9,AAB,OZFQ,40
382,0,0.75,0.061,1.0,10,0.9,ABA,OZFQ,40
383,0,0.75,0.061,1.0,10,0.9,ABB,OZFQ,40
384,0,0.75,0.057,0.5,1,0.6,AAB,OZFQ,40
385,0,0.75,0.057,0.5,1,0.6,ABA,OZFQ,40
386,0,0.75,0.057,0.5,1,0.6,ABB,OZFQ,40
387,0,0.75,0.057,0.5,1,0.7,AAB,OZFQ,40
388,0,0.75,0.057,0.5,1,0.7,ABA,OZFQ,40
389,0,0.75,0.057,0.5,1,0.7,ABB,OZFQ,40
390,0,0.75,0.057,0.5,1,0.8,AAB,OZFQ,40
391,0,0.75,0.057,0.5,1,0.8,ABA,OZFQ,40
392,0,0.75,0.057,0.5,1,0.8,ABB,OZFQ,40
393,0,0.75,0.057,0.5,1,0.9,AAB,OZFQ,40
394,0,0.75,0.057,0.5,1,0.9,ABA,OZFQ,40
395,0,0.75,0.057,0.5,1,0.9,ABB,OZFQ,40
396,0,0.75,0.057,0.5,2,0.6,AAB,OZFQ,40
397,0,0.75,0.057,0.5,2,0.6,ABA,OZFQ,40
398,0,0.75,0.057,0.5,2,0.6,ABB,OZFQ,40
399,0,0.75,0.057,0.5,2,0.7,AAB,OZFQ,40
