beta,tc,firstline_drug,rapt_drug,rapt_period,complience,age
0.0585,0.75,2,8,12,0.8,5
0.0585,0.75,2,8,12,0.8,18
0.0585,0.75,2,8,12,1.0,5
0.0585,0.75,2,8,12,1.0,18
0.0585,0.75,2,8,6,0.2,5
0.0585,0.75,2,8,6,0.2,18
0.0585,0.75,2,8,6,0.4,5
0.0585,0.75,2,8,6,0.4,18
0.0585,0.75,2,8,6,0.6,5
0.0585,0.75,2,8,6,0.6,18
0.0585,0.75,2,8,6,0.8,5
0.0585,0.75,2,8,6,0.8,18
0.0585,0.75,2,8,6,1.0,5
0.0585,0.75,2,8,6,1.0,18
0.0585,0.75,2,8,3,0.2,5
0.0585,0.75,2,8,3,0.2,18
0.0585,0.75,2,8,3,0.4,5
0.0585,0.75,2,8,3,0.4,18
0.0585,0.75,2,8,3,0.6,5
0.0585,0.75,2,8,3,0.6,18
0.0585,0.75,2,8,3,0.8,5
0.0585,0.75,2,8,3,0.8,18
0.0585,0.75,2,8,3,1.0,5
0.0585,0.75,2,8,3,1.0,18
0.0585,0.75,2,9,12,0.2,5
0.0585,0.75,2,9,12,0.2,18
0.0585,0.75,2,9,12,0.4,5
0.0585,0.75,2,9,12,0.4,18
0.0585,0.75,2,9,12,0.6,5
0.0585,0.75,2,9,12,0.6,18
0.0585,0.75,2,9,12,0.8,5
0.0585,0.75,2,9,12,0.8,18
0.0585,0.75,2,9,12,1.0,5
0.0585,0.75,2,9,12,1.0,18
0.0585,0.75,2,9,6,0.2,5
0.0585,0.75,2,9,6,0.2,18
0.0585,0.75,2,9,6,0.4,5
0.0585,0.75,2,9,6,0.4,18
0.0585,0.75,2,9,6,0.6,5
0.0585,0.75,2,9,6,0.6,18
0.0585,0.75,2,9,6,0.8,5
0.0585,0.75,2,9,6,0.8,18
0.0585,0.75,2,9,6,1.0,5
0.0585,0.75,2,9,6,1.0,18
0.0585,0.75,2,9,3,0.2,5
0.0585,0.75,2,9,3,0.2,18
0.0585,0.75,2,9,3,0.4,5
0.0585,0.75,2,9,3,0.4,18
0.0585,0.75,2,9,3,0.6,5
0.0585,0.75,2,9,3,0.6,18
0.0585,0.75,2,9,3,0.8,5
0.0585,0.75,2,9,3,0.8,18
0.0585,0.75,2,9,3,1.0,5
0.0585,0.75,2,9,3,1.0,18
